PeakID (cmd=annotatePeaks.pl top_1000_peaks_GREAT_noheader.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1-252	chr3	184248746	184249097	+	1000	NA	promoter-TSS (NR_024534)	promoter-TSS (NR_024534)	41	NM_005787	10195	Hs.478481	NM_005787	ENSG00000214160	ALG3	CDG1D|CDGS4|CDGS6|D16Ertd36e|NOT56L|Not56|not	ALG3 alpha-1,3- mannosyltransferase	protein-coding
1-661	chr12	15590434	15590672	+	1000	NA	intron (NM_030671, intron 13 of 13)	intron (NM_030671, intron 13 of 13)	43942	NM_030671	5800	Hs.160871	NM_002848	ENSG00000151490	PTPRO	GLEPP1|NPHS6|PTP-OC|PTP-U2|PTPROT|PTPU2|R-PTP-O	protein tyrosine phosphatase receptor type O	protein-coding
1-541	chr22	28772479	28772759	+	1000	NA	promoter-TSS (NM_001284265)	promoter-TSS (NM_001284265)	-55	NM_001284263	150275	Hs.406460	NM_173510	ENSG00000159873	CCDC117	dJ366L4.1	coiled-coil domain containing 117	protein-coding
1-840	chr8	144428380	144428681	+	1000	NA	promoter-TSS (NM_183057)	promoter-TSS (NM_183057)	18	NM_016208	51160	Hs.418175	NM_016208	ENSG00000160948	VPS28	-	VPS28 subunit of ESCRT-I	protein-coding
1-182	chr9	128322356	128322668	+	1000	NA	promoter-TSS (NM_015679)	promoter-TSS (NM_015679)	-65	NM_001329861	26995	Hs.632685	NM_015679	ENSG00000167112	TRUB2	CLONE24922	TruB pseudouridine synthase family member 2	protein-coding
1-861	chr20	34676917	34677224	+	1000	NA	exon (NM_080476, exon 1 of 12)	exon (NM_080476, exon 1 of 12)	215	NM_080476	128869	Hs.253319	NM_080476	ENSG00000101464	PIGU	CDC91L1|GAB1	phosphatidylinositol glycan anchor biosynthesis class U	protein-coding
1-989	chrX	44874606	44874881	+	1000	NA	intron (NR_111960, intron 2 of 27)	intron (NR_111960, intron 2 of 27)	1568	NM_001291416	7403	Hs.522616	NM_021140	ENSG00000147050	KDM6A	KABUK2|UTX|bA386N14.2	lysine demethylase 6A	protein-coding
1-568	chr14	35121876	35122213	+	1000	NA	promoter-TSS (NM_001256681)	promoter-TSS (NM_001256681)	498	NM_001305155	55012	Hs.530712	NM_017917	ENSG00000092020	PPP2R3C	C14orf10|G4-1|G5pr|GDRM|SPGF36	protein phosphatase 2 regulatory subunit B''gamma	protein-coding
1-307	chr2	112275302	112275798	+	1000	NA	promoter-TSS (NM_198581)	promoter-TSS (NM_198581)	-47	NM_198581	376940	Hs.190477	NM_198581	ENSG00000188177	ZC3H6	ZC3HDC6	zinc finger CCCH-type containing 6	protein-coding
1-486	chr17	41865229	41865506	+	1000	NA	promoter-TSS (NM_018143)	promoter-TSS (NM_018143)	56	NM_018143	55175	Hs.13268	NM_018143	ENSG00000178502	KLHL11	-	kelch like family member 11	protein-coding
1-275	chr2	55693648	55693955	+	1000	NA	promoter-TSS (NM_033109)	promoter-TSS (NM_033109)	43	NM_033109	87178	Hs.388733	NM_033109	ENSG00000138035	PNPT1	COXPD13|DFNB70|OLD35|PNPASE|old-35	polyribonucleotide nucleotidyltransferase 1	protein-coding
1-149	chr2	200864065	200864453	+	1000	NA	5' UTR (NM_001162407, exon 1 of 13)	5' UTR (NM_001162407, exon 1 of 13)	302	NM_001162407	1195	Hs.433732	NM_004071	ENSG00000013441	CLK1	CLK|CLK/STY|STY	CDC like kinase 1	protein-coding
1-43	chr16	1971848	1972149	+	1000	NA	promoter-TSS (NM_006453)	promoter-TSS (NM_006453)	-55	NM_006453	10607	Hs.513267	NM_006453	ENSG00000183751	TBL3	SAZD|UTP13	transducin beta like 3	protein-coding
1-122	chr19	12737376	12737672	+	1000	NA	promoter-TSS (NM_004317)	promoter-TSS (NM_004317)	27	NM_004317	439	Hs.465985	NM_004317	ENSG00000198356	GET3	ARSA-I|ARSA1|ASNA-I|ASNA1|TRC40	guided entry of tail-anchored proteins factor 3, ATPase	protein-coding
1-80	chr3	179604465	179604969	+	1000	NA	promoter-TSS (NM_002492)	promoter-TSS (NM_002492)	-70	NM_001199958	4711	Hs.730674	NM_002492	ENSG00000136521	NDUFB5	CISGDH|SGDH	NADH:ubiquinone oxidoreductase subunit B5	protein-coding
1-405	chr5	160008869	160009140	+	1000	NA	promoter-TSS (NM_001282500)	promoter-TSS (NM_001282500)	-96	NM_001282500	7265	Hs.519718	NM_003314	ENSG00000113312	TTC1	TPR1	tetratricopeptide repeat domain 1	protein-coding
1-820	chr13	37000660	37000954	+	1000	NA	promoter-TSS (NM_181503)	promoter-TSS (NM_181503)	21	NM_181503	11340	Hs.294041	NM_181503	ENSG00000120699	EXOSC8	CIP3|EAP2|OIP2|PCH1C|RRP43|Rrp43p|bA421P11.3|p9	exosome component 8	protein-coding
1-525	chr14	69767499	69767898	+	1000	NA	promoter-TSS (NR_029378)	promoter-TSS (NR_029378)	15	NR_029378	100289511	Hs.729250	NR_029378		LOC100289511	-	uncharacterized LOC100289511	ncRNA
1-358	chr16	28974663	28974964	+	1000	NA	promoter-TSS (NM_001142448)	promoter-TSS (NM_001142448)	35	NM_001142449	83985	Hs.617449	NM_032038	ENSG00000169682	SPNS1	HSpin1|LAT|PP2030|SLC62A1|SPIN1|SPINL|nrs	sphingolipid transporter 1 (putative)	protein-coding
1-301	chr4	77862710	77863012	+	1000	NA	promoter-TSS (NM_020236)	promoter-TSS (NM_020236)	31	NM_020236	65008	Hs.532019	NM_020236	ENSG00000169288	MRPL1	BM022|L1MT|MRP-L1	mitochondrial ribosomal protein L1	protein-coding
1-71	chr15	40382699	40383037	+	1000	NA	exon (NM_001142762, exon 1 of 8)	exon (NM_001142762, exon 1 of 8)	147	NM_001142761	90417	Hs.525796	NM_033286	ENSG00000128944	KNSTRN	C15orf23|HSD11|SKAP|TRAF4AF1	kinetochore localized astrin (SPAG5) binding protein	protein-coding
1-945	chr22	20917341	20917604	+	1000	NA	promoter-TSS (NM_005207)	promoter-TSS (NM_005207)	65	NM_005207	1399	Hs.5613	NM_005207	ENSG00000099942	CRKL	-	CRK like proto-oncogene, adaptor protein	protein-coding
1-459	chr19	55624406	55624677	+	1000	NA	promoter-TSS (NM_203374)	promoter-TSS (NM_203374)	34	NM_203374	147808	Hs.53996	NM_203374	ENSG00000179922	ZNF784	-	zinc finger protein 784	protein-coding
1-879	chr2	86440590	86440857	+	1000	NA	promoter-TSS (NM_001146688)	promoter-TSS (NM_001146688)	-648	NM_018433	55818	Hs.557425	NM_018433	ENSG00000115548	KDM3A	JHDM2A|JHMD2A|JMJD1|JMJD1A|TSGA	lysine demethylase 3A	protein-coding
1-638	chr16	29995903	29996212	+	1000	NA	promoter-TSS (NR_134855)	promoter-TSS (NR_134855)	39	NM_001197323	8479	Hs.567370	NM_003609	ENSG00000149929	HIRIP3	-	HIRA interacting protein 3	protein-coding
1-373	chr1	155934462	155934762	+	1000	NA	promoter-TSS (NM_014949)	promoter-TSS (NM_014949)	-199	NM_014949	22889	Hs.24656	NM_014949	ENSG00000132680	KHDC4	BLOM7|KIAA0907|SNORA80EHG	KH domain containing 4, pre-mRNA splicing factor	protein-coding
1-276	chr11	67428216	67428657	+	1000	NA	promoter-TSS (NM_003952)	promoter-TSS (NM_003952)	-58	NM_003952	6199	Hs.534345	NM_003952	ENSG00000175634	RPS6KB2	KLS|P70-beta|P70-beta-1|P70-beta-2|S6K-beta2|S6K2|S6KB|S6KI(2)|S6Kbeta|SRK|STK14B|p70(S6K)-beta|p70S6Kb	ribosomal protein S6 kinase B2	protein-coding
1-800	chr1	23790922	23791207	+	1000	NA	promoter-TSS (NM_007260)	promoter-TSS (NM_007260)	-81	NM_007260	11313	Hs.533479	NM_007260	ENSG00000011009	LYPLA2	APT-2|APT2|DJ886K2.4	lysophospholipase 2	protein-coding
1-981	chr3	53347359	53347759	+	1000	NA	promoter-TSS (NM_001290205)	promoter-TSS (NM_001290205)	-16	NM_001290206	55802	Hs.476353	NM_018403	ENSG00000272886	DCP1A	HSA275986|Nbla00360|SMAD4IP1|SMIF	decapping mRNA 1A	protein-coding
1-185	chr14	22829671	22830035	+	1000	NA	promoter-TSS (NM_001318870)	promoter-TSS (NM_001318870)	-34	NM_178336	122704	Hs.355935	NM_178336	ENSG00000172590	MRPL52	-	mitochondrial ribosomal protein L52	protein-coding
1-992	chrX	15675409	15675877	+	1000	NA	non-coding (NR_160543, exon 1 of 4)	non-coding (NR_160543, exon 1 of 4)	185	NR_160544	114004397	Hs.653287	NR_160544		CA5BP1-CA5B	-	CA5BP1-CA5B readthrough	ncRNA
1-534	chr1	10474813	10475130	+	1000	NA	promoter-TSS (NM_004565)	promoter-TSS (NM_004565)	21	NM_004565	5195	Hs.149983	NM_004565	ENSG00000142655	PEX14	NAPP2|PBD13A|Pex14p|dJ734G22.2	peroxisomal biogenesis factor 14	protein-coding
1-495	chr1	155219566	155219831	+	1000	NA	intron (NR_002188, intron 1 of 12)	intron (NR_002188, intron 1 of 12)	7836	NR_002188	2630	Hs.719930	NR_002188	ENSG00000160766	GBAP1	Beta-GC|GBA|GBAP|GC|GLUC	glucosylceramidase beta pseudogene 1	pseudo
1-484	chr1	28232856	28233124	+	1000	NA	promoter-TSS (NR_159454)	promoter-TSS (NR_159454)	39	NM_014280	22826	Hs.433540	NM_014280	ENSG00000126698	DNAJC8	HSPC331|SPF31	DnaJ heat shock protein family (Hsp40) member C8	protein-coding
1-110	chr16	68843423	68843854	+	1000	NA	exon (NM_024562, exon 1 of 18)	exon (NM_024562, exon 1 of 18)	107	NM_024562	79613	Hs.13526	NM_024562	ENSG00000103047	TANGO6	TMCO7	transport and golgi organization 6 homolog	protein-coding
1-551	chr15	58933417	58933708	+	1000	NA	non-coding (NR_135043, exon 1 of 19)	non-coding (NR_135043, exon 1 of 19)	117	NM_001013843	79811	Hs.512932	NM_017968	ENSG00000137776	SLTM	Met	SAFB like transcription modulator	protein-coding
1-2	chr20	10434943	10435377	+	1000	NA	promoter-TSS (NM_170784)	promoter-TSS (NM_170784)	-145	NM_001009608	128710	Hs.668782	NM_001009608	ENSG00000149346	SLX4IP	C20orf94|bA204H22.1|bA254M13.1|dJ1099D15.3	SLX4 interacting protein	protein-coding
1-319	chr2	223957302	223957618	+	1000	NA	promoter-TSS (NM_022915)	promoter-TSS (NM_022915)	-3	NM_022915	65080	Hs.203559	NM_022915	ENSG00000135900	MRPL44	COXPD16|L44MT|MRP-L44	mitochondrial ribosomal protein L44	protein-coding
1-707	chr1	54200075	54200373	+	1000	NA	promoter-TSS (NM_001353356)	promoter-TSS (NM_001353356)	57	NM_016491	51253	Hs.584908	NM_016491	ENSG00000116221	MRPL37	L2mt|L37mt|MRP-L2|MRP-L37|MRPL2|RPML2	mitochondrial ribosomal protein L37	protein-coding
1-387	chr2	27134649	27134932	+	1000	NA	promoter-TSS (NR_138479)	promoter-TSS (NR_138479)	-115	NM_001330484	10113	Hs.279784	NM_013388	ENSG00000138073	PREB	SEC12	prolactin regulatory element binding	protein-coding
1-7	chr20	41693389	41693681	+	1000	NA	Intergenic	LTR91|LTR|ERVL	-75158	NM_032221	84181	Hs.740645	NM_032221	ENSG00000124177	CHD6	CHD-6|CHD5|RIGB	chromodomain helicase DNA binding protein 6	protein-coding
1-762	chr5	134225902	134226191	+	1000	NA	promoter-TSS (NR_149151)	promoter-TSS (NR_149151)	27	NM_002715	5515	Hs.105818	NM_002715	ENSG00000113575	PPP2CA	NEDLBA|PP2Ac|PP2CA|PP2Calpha|RP-C	protein phosphatase 2 catalytic subunit alpha	protein-coding
1-343	chr20	35664734	35665046	+	1000	NA	promoter-TSS (NM_152927)	promoter-TSS (NM_152927)	10	NM_152928	8904	Hs.246413	NM_003915	ENSG00000214078	CPNE1	COPN1|CPN1	copine 1	protein-coding
1-729	chr6	31834770	31835063	+	1000	NA	promoter-TSS (NR_002745)	promoter-TSS (NR_002745)	0	NR_160949	50854	Hs.640836	NM_016947	ENSG00000204387	SNHG32	C6orf48|D6S57|G8	small nucleolar RNA host gene 32	ncRNA
1-202	chr19	10701286	10701591	+	1000	NA	promoter-TSS (NM_031209)	promoter-TSS (NM_031209)	-1	NM_031209	81890	Hs.631638	NM_031209	ENSG00000213339	QTRT1	FP3235|TGT|TGUT	queuine tRNA-ribosyltransferase catalytic subunit 1	protein-coding
1-705	chr2	67397223	67397493	+	1000	NA	promoter-TSS (NM_019002)	promoter-TSS (NM_019002)	25	NM_019002	54465	Hs.353022	NM_019002	ENSG00000143971	ETAA1	ETAA16	ETAA1 activator of ATR kinase	protein-coding
1-19	chr19	51986787	51987113	+	1000	NA	promoter-TSS (NM_021632)	promoter-TSS (NM_021632)	-110	NM_021632	59348	Hs.407694	NM_021632	ENSG00000256683	ZNF350	ZBRK1|ZFQR	zinc finger protein 350	protein-coding
1-524	chr9	129202814	129203073	+	1000	NA	Intergenic	CpG	-24682	NM_203434	389792	Hs.529857	NM_203434	ENSG00000188483	IER5L	bA247A12.2	immediate early response 5 like	protein-coding
1-119	chr13	49443802	49444137	+	1000	NA	promoter-TSS (NR_135324)	promoter-TSS (NR_135324)	95	NM_001079670	81617	Hs.87159	NM_030925	ENSG00000102547	CAB39L	MO25-BETA|MO2L|bA103J18.3	calcium binding protein 39 like	protein-coding
1-498	chr22	45671919	45672232	+	1000	NA	exon (NM_001167621, exon 1 of 11)	exon (NM_001167621, exon 1 of 11)	241	NM_013236	25814	Hs.475125	NM_013236	ENSG00000130638	ATXN10	E46L|HUMEEP|SCA10	ataxin 10	protein-coding
1-270	chrX	2325072	2325508	+	1000	NA	intron (NM_145177, intron 3 of 6).2	LTR9|LTR|ERV1	175249	NM_001171135	9189	Hs.131452	NM_004729	ENSG00000214717	ZBED1	ALTE|DREF|TRAMP|hDREF	zinc finger BED-type containing 1	protein-coding
1-198	chr12	109998921	109999203	+	1000	NA	promoter-TSS (NM_033121)	promoter-TSS (NM_033121)	-368	NM_033121	88455	Hs.528703	NM_033121	ENSG00000076513	ANKRD13A	ANKRD13|NY-REN-25	ankyrin repeat domain 13A	protein-coding
1-648	chr11	62646452	62646716	+	1000	NA	promoter-TSS (NM_198334)	promoter-TSS (NM_198334)	29	NM_001278192	23193	Hs.595071	NM_014610	ENSG00000089597	GANAB	G2AN|GIIA|GLUII|PKD3	glucosidase II alpha subunit	protein-coding
1-179	chr2	171999840	172000139	+	1000	NA	promoter-TSS (NR_136276)	promoter-TSS (NR_136276)	36	NM_001322278	254042	Hs.298250	NM_199227	ENSG00000172878	METAP1D	MAP 1D|MAP1D|MetAP 1D|Metap1l	methionyl aminopeptidase type 1D, mitochondrial	protein-coding
1-226	chr20	1466662	1466999	+	1000	NA	non-coding (NR_038164, exon 1 of 8)	non-coding (NR_038164, exon 1 of 8)	862	NM_016143	55968	Hs.12865	NM_016143	ENSG00000088833	NSFL1C	P47|UBX1|UBXD10|UBXN2C|dJ776F14.1	NSFL1 cofactor	protein-coding
1-756	chr2	142914701	142914961	+	1000	NA	intron (NM_001199241, intron 3 of 14)	LTR9B|LTR|ERV1	37167	NM_003937	8942	Hs.470126	NM_003937	ENSG00000115919	KYNU	KYNUU|VCRL2	kynureninase	protein-coding
1-454	chr17	14069402	14069701	+	1000	NA	promoter-TSS (NR_049718)	promoter-TSS (NR_049718)	47	NM_001303	1352	Hs.462278	NM_001303	ENSG00000006695	COX10	-	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10	protein-coding
1-158	chr10	97633349	97633731	+	1000	NA	promoter-TSS (NM_178832)	promoter-TSS (NM_178832)	-40	NM_178832	118812	Hs.217409	NM_178832	ENSG00000171160	MORN4	C10orf83|UTA|bA548K23.4|rtp	MORN repeat containing 4	protein-coding
1-722	chr12	6662995	6663526	+	1000	NA	promoter-TSS (NM_001127583)	promoter-TSS (NM_001127583)	-141	NM_001127582	51147	Hs.524210	NM_016162	ENSG00000111653	ING4	my036|p29ING4	inhibitor of growth family member 4	protein-coding
1-772	chr2	130181417	130181721	+	1000	NA	promoter-TSS (NM_001330282)	promoter-TSS (NM_001330282)	33	NR_033231	55627	Hs.516450	NM_017751	ENSG00000136699	SMPD4	NET13|NSMASE-3|NSMASE3|SKNY	sphingomyelin phosphodiesterase 4	protein-coding
1-986	chr13	32586324	32586585	+	1000	NA	promoter-TSS (NM_015032)	promoter-TSS (NM_015032)	2	NM_015032	23047	Hs.744901	NM_015032	ENSG00000083642	PDS5B	APRIN|AS3|CG008	PDS5 cohesin associated factor B	protein-coding
1-738	chr9	124415227	124415562	+	1000	NA	promoter-TSS (NM_002799)	promoter-TSS (NM_002799)	48	NM_002799	5695	Hs.213470	NM_002799	ENSG00000136930	PSMB7	Z	proteasome subunit beta 7	protein-coding
1-223	chr16	5033748	5034057	+	1000	NA	promoter-TSS (NM_016256)	promoter-TSS (NM_016256)	33	NM_016256	51172	Hs.21334	NM_016256	ENSG00000103174	NAGPA	APAA|UCE	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	protein-coding
1-603	chr14	90383030	90383335	+	1000	NA	Intergenic	CpG	-13320	NM_001363669	801	Hs.282410	NM_006888	ENSG00000198668	CALM1	CALML2|CAM2|CAM3|CAMB|CAMC|CAMI|CAMIII|CPVT4|DD132|LQT14|PHKD|caM	calmodulin 1	protein-coding
1-278	chr5	143405261	143405805	+	1000	NA	promoter-TSS (NM_001364180)	promoter-TSS (NM_001364180)	-178	NM_001364180	2908	Hs.122926	NM_000176	ENSG00000113580	NR3C1	GCCR|GCR|GCRST|GR|GRL	nuclear receptor subfamily 3 group C member 1	protein-coding
1-515	chr17	18315174	18315447	+	1000	NA	promoter-TSS (NM_001320759).2	promoter-TSS (NM_001320759).2	17	NM_144775	140775	Hs.592944	NM_144775	ENSG00000176994	SMCR8	DENND8A	SMCR8-C9orf72 complex subunit	protein-coding
1-631	chr19	37210500	37210831	+	1000	NA	promoter-TSS (NM_152279)	promoter-TSS (NM_152279)	-129	NM_152279	92285	Hs.390568	NM_152279	ENSG00000245680	ZNF585B	SZFP41	zinc finger protein 585B	protein-coding
1-704	chr6	42783298	42783645	+	1000	NA	promoter-TSS (NR_134654)	promoter-TSS (NR_134654)	-25	NR_134654	401261	Hs.656652	NM_001004322		LOC401261	-	uncharacterized LOC401261	ncRNA
1-291	chr18	25921671	25921976	+	1000	NA	Intergenic	Intergenic	168790	NM_001007559	6760	Hs.129261	NM_005637	ENSG00000141380	SS18	SSXT|SYT	SS18 subunit of BAF chromatin remodeling complex	protein-coding
1-274	chrX	64395394	64395674	+	1000	NA	promoter-TSS (NM_017677)	promoter-TSS (NM_017677)	-82	NM_017677	55613	Hs.442892	NM_017677	ENSG00000102043	MTMR8	-	myotubularin related protein 8	protein-coding
1-264	chr20	2664033	2664328	+	1000	NA	promoter-TSS (NM_001330763)	promoter-TSS (NM_001330763)	36	NM_174855	3420	Hs.436405	NM_006899	ENSG00000101365	IDH3B	RP46	isocitrate dehydrogenase (NAD(+)) 3 beta	protein-coding
1-487	chr7	77696343	77696642	+	1000	NA	promoter-TSS (NR_134251)	promoter-TSS (NR_134251)	33	NM_198467	222194	Hs.72451	NM_198467	ENSG00000187257	RSBN1L	-	round spermatid basic protein 1 like	protein-coding
1-678	chr17	4703946	4704432	+	1000	NA	promoter-TSS (NM_001278241)	promoter-TSS (NM_001278241)	-41	NR_103482	101559451	Hs.634966	NR_103482	ENSG00000244184	LOC101559451	-	uncharacterized LOC101559451	ncRNA
1-917	chr2	201451429	201451686	+	1000	NA	promoter-TSS (NM_001206864)	promoter-TSS (NM_001206864)	-99	NM_015049	66008	Hs.152774	NM_015049	ENSG00000115993	TRAK2	ALS2CR3|CALS-C|GRIF-1|GRIF1|MILT2|OIP98	trafficking kinesin protein 2	protein-coding
1-142	chr5	181243797	181244288	+	1000	NA	promoter-TSS (NM_006098)	promoter-TSS (NM_006098)	-136	NM_006098	10399	Hs.5662	NM_006098	ENSG00000204628	RACK1	GNB2L1|Gnb2-rs1|H12.3|HLC-7|PIG21	receptor for activated C kinase 1	protein-coding
1-750	chr22	39399665	39399959	+	1000	NA	promoter-TSS (NM_006116)	promoter-TSS (NM_006116)	32	NM_153497	10454	Hs.507681	NM_006116	ENSG00000100324	TAB1	3'-Tab1|MAP3K7IP1	TGF-beta activated kinase 1 (MAP3K7) binding protein 1	protein-coding
1-448	chr11	85647863	85648143	+	1000	NA	promoter-TSS (NM_032273)	promoter-TSS (NM_032273)	36	NM_032273	84233	Hs.533725	NM_032273	ENSG00000171202	TMEM126A	OPA7	transmembrane protein 126A	protein-coding
1-853	chr2	65227425	65227691	+	1000	NA	promoter-TSS (NM_005722)	promoter-TSS (NM_005722)	-137	NM_005722	10097	Hs.643727	NM_005722	ENSG00000138071	ACTR2	ARP2	actin related protein 2	protein-coding
1-907	chr11	66438643	66438951	+	1000	NA	promoter-TSS (NR_120588)	promoter-TSS (NR_120588)	51	NR_120588	65003	Hs.418450	NM_016050	ENSG00000174547	MRPL11	CGI-113|L11MT|MRP-L11	mitochondrial ribosomal protein L11	protein-coding
1-186	chr20	2840474	2840822	+	1000	NA	promoter-TSS (NM_022760)	promoter-TSS (NM_022760)	7	NM_022760	64773	Hs.29341	NM_022760	ENSG00000132635	PCED1A	C20orf81|FAM113A|bA12M19.1	PC-esterase domain containing 1A	protein-coding
1-671	chr17	32349901	32350324	+	1000	NA	promoter-TSS (NM_001098507)	promoter-TSS (NM_001098507)	3	NR_030362	693217		NR_030362	ENSG00000283774	MIR632	MIRN632|hsa-mir-632	microRNA 632	ncRNA
1-743	chr2	218270363	218270657	+	1000	NA	promoter-TSS (NM_015488)	promoter-TSS (NM_015488)	-9	NM_001077399	25953	Hs.98475	NM_015488	ENSG00000127838	PNKD	BRP17|DYT8|FKSG19|FPD1|KIPP1184|MR-1|MR-1S|MR1|PDC|PKND1|PNKD1|TAHCCP2	PNKD metallo-beta-lactamase domain containing	protein-coding
1-683	chr3	39051889	39052192	+	1000	NA	promoter-TSS (NM_001303403)	promoter-TSS (NM_001303403)	24	NM_001303402	57599	Hs.109778	NM_020839	ENSG00000114742	WDR48	P80|SPG60|UAF1	WD repeat domain 48	protein-coding
1-620	chr6	43059495	43059778	+	1000	NA	promoter-TSS (NM_201523)	promoter-TSS (NM_201523)	5	NM_001289035	89953	Hs.655123	NM_138343	ENSG00000137171	KLC4	KNSL8|bA387M24.3	kinesin light chain 4	protein-coding
1-446	chr5	65563183	65563469	+	1000	NA	promoter-TSS (NM_001278927)	promoter-TSS (NM_001278927)	30	NM_015342	23398	Hs.121432	NM_015342	ENSG00000113593	PPWD1	-	peptidylprolyl isomerase domain and WD repeat containing 1	protein-coding
1-949	chr22	42614694	42614983	+	1000	NA	promoter-TSS (NM_032311)	promoter-TSS (NM_032311)	45	NR_103820	84271	Hs.505802	NM_032311	ENSG00000100227	POLDIP3	PDIP3|PDIP46|SKAR	DNA polymerase delta interacting protein 3	protein-coding
1-594	chr17	76737219	76737540	+	1000	NA	promoter-TSS (NM_001353018)	promoter-TSS (NM_001353018)	32	NM_003016	6427	Hs.584801	NM_003016	ENSG00000161547	SRSF2	PR264|SC-35|SC35|SFRS2|SFRS2A|SRp30b	serine and arginine rich splicing factor 2	protein-coding
1-801	chr14	23071419	23071683	+	1000	NA	promoter-TSS (NM_001164817)	promoter-TSS (NM_001164817)	18	NM_001164817	22985	Hs.124490	NM_014977	ENSG00000100813	ACIN1	ACINUS|ACN|fSAP152	apoptotic chromatin condensation inducer 1	protein-coding
1-284	chr5	79991083	79991365	+	1000	NA	promoter-TSS (NM_001306212)	promoter-TSS (NM_001306212)	38	NM_001167741	345778	Hs.531418	NM_001010891	ENSG00000177034	MTX3	-	metaxin 3	protein-coding
1-356	chr5	140564674	140565000	+	1000	NA	promoter-TSS (NM_133173)	promoter-TSS (NM_133173)	-233	NM_133173	10307	Hs.529449	NM_006051	ENSG00000113108	APBB3	FE65L2|SRA	amyloid beta precursor protein binding family B member 3	protein-coding
1-972	chr8	11201458	11201741	+	1000	NA	promoter-TSS (NR_138152)	promoter-TSS (NR_138152)	-233	NR_138153	286046	Hs.657083	NM_173683	ENSG00000171044	XKR6	C8orf21|C8orf5|C8orf7|XRG6	XK related 6	protein-coding
1-982	chr18	54224620	54224881	+	1000	NA	promoter-TSS (NM_003927)	promoter-TSS (NM_003927)	-81	NM_015832	8932	Hs.25674	NM_003927	ENSG00000134046	MBD2	DMTase|NY-CO-41	methyl-CpG binding domain protein 2	protein-coding
1-674	chr20	35741480	35741814	+	1000	NA	intron (NR_040722, intron 1 of 17)	CpG	613	NM_001242600	9584	Hs.282901	NM_004902	ENSG00000131051	RBM39	CAPER|CAPERalpha|FSAP59|HCC1|RNPC2	RNA binding motif protein 39	protein-coding
1-937	chr16	1772994	1773293	+	1000	NA	promoter-TSS (NM_001257370)	promoter-TSS (NM_001257370)	-9	NM_001300900	65993	Hs.720388	NM_023936	ENSG00000074071	MRPS34	COXPD32|MRP-S12|MRP-S34|MRPS12	mitochondrial ribosomal protein S34	protein-coding
1-456	chr22	41469005	41469298	+	1000	NA	promoter-TSS (NM_001098)	promoter-TSS (NM_001098)	34	NM_001098	50	Hs.643610	NM_001098	ENSG00000100412	ACO2	ACONM|HEL-S-284|ICRD|OCA8|OPA9	aconitase 2	protein-coding
1-199	chr1	77779437	77779760	+	1000	NA	promoter-TSS (NM_001270384)	promoter-TSS (NM_001270384)	-26	NM_001270384	374986	Hs.437755	NM_198549	ENSG00000180488	MIGA1	FAM73A	mitoguardin 1	protein-coding
1-124	chr5	141557802	141558125	+	1000	NA	promoter-TSS (NR_038333)	promoter-TSS (NR_038333)	-348	NR_038333	100505658	Hs.655458	NR_038333	ENSG00000246422	LOC100505658	-	uncharacterized LOC100505658	ncRNA
1-413	chr17	81977510	81977815	+	1000	NA	promoter-TSS (NM_001251888)	promoter-TSS (NM_001251888)	33	NR_045351	79058	Hs.298351	NM_024083	ENSG00000169696	ASPSCR1	ASPCR1|ASPL|ASPS|RCC17|TUG|UBXD9|UBXN9	ASPSCR1 tether for SLC2A4, UBX domain containing	protein-coding
1-449	chr6	136822379	136822651	+	1000	NA	promoter-TSS (NM_000288)	promoter-TSS (NM_000288)	-77	NM_000288	5191	Hs.280932	NM_000288	ENSG00000112357	PEX7	PBD9B|PTS2R|RCDP1|RD	peroxisomal biogenesis factor 7	protein-coding
